Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Opel Mokka Diesel Manuelle 2023 à Casablanca,"Sidi Maarouf, Casablanca",240 000 DH,2023,Manuelle,Diesel,35 000 - 39 999,Opel,Mokka,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mercedes-Benz 220 Diesel Automatique 2007 à Salé,"Toute la ville, Salé",128 000 DH,2007,Automatique,Diesel,190 000 - 199 999,Mercedes-Benz,220,5,Dédouanée,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
freelander 2,"Oasis, Casablanca",120 000 DH,2012,Automatique,Diesel,200 000 - 249 999,Land Rover,Freelander,5,,,9 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Peugeot 308 Diesel Manuelle 2019 à Meknès,"Hamria, Meknès",152 000 DH,2019,Manuelle,Diesel,100 000 - 109 999,Peugeot,308,5,WW au Maroc,,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Peugeot 208 Diesel Manuelle 2022 à Meknès,"Hamria, Meknès",168 000 DH,2022,Manuelle,Diesel,35 000 - 39 999,Peugeot,208,5,WW au Maroc,,6 CV,Excellent,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Renault Megan giga 2001 7ch diesel,"Toute la ville, Ouled Teïma",53 000 DH,2025,Manuelle,Diesel,200 000 - 249 999,Renault,Megane,5,WW au Maroc,Non,7 CV,Excellent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
citroen,"Riad Toulal, Meknès",35 000 DH,2003,Manuelle,Diesel,0 - 4 999,Citroen,Xsara,5,WW au Maroc,Non,7 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
clio 4 2020,"Toute la ville, Sidi Allal El Bahraoui",120 000 DH,2020,Manuelle,Diesel,85 000 - 89 999,Renault,Clio,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
VOLGSWAGEN  PASSAT TT OPTIONS AUTOMATIQUE,"Al Maghrib Al Arabi, Kénitra",88 000 DH,2008,Automatique,Diesel,200 000 - 249 999,Volkswagen,Passat,5,WW au Maroc,Non,8 CV,Bon,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
dacia dokker,"Aïn Chock, Casablanca",140 000 DH,2021,Manuelle,Diesel,110 000 - 119 999,Dacia,Dokker,,WW au Maroc,Non,6 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
chevrolet cruze,"Assif, Marrakech",65 000 DH,2012,Manuelle,Essence,180 000 - 189 999,Chevrolet,Cruze,5,WW au Maroc,Oui,9 CV,Bon,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Ford Focus Diesel Manuelle 2006 à Marrakech,"Sidi Youssef Ben Ali, Marrakech",80 000 DH,2006,Manuelle,Diesel,250 000 - 299 999,Ford,Focus,5,WW au Maroc,Non,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Skoda Octavia Diesel Automatique 2016 à Tanger,"Val Fleuri, Tanger",185 000 DH,2016,Automatique,Diesel,90 000 - 94 999,Skoda,Octavia,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dacia dokker 2020 n9iya,"Oulfa, Casablanca",123 000 DH,2020,Manuelle,Diesel,160 000 - 169 999,Dacia,Dokker,3,WW au Maroc,Oui,6 CV,Excellent,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
tout op bon voiture,"Founty, Agadir",138 000 DH,2022,Manuelle,Diesel,0 - 4 999,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dacia stepway,"Amicales, Agadir",120 000 DH,2018,Manuelle,Diesel,80 000 - 84 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ford Kuga Diesel Manuelle 2010 à Agadir Melloul,"Toute la ville, Agadir Melloul",110 000 DH,2010,Manuelle,Diesel,200 000 - 249 999,Ford,Kuga,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
A 180 Diesel,"Hay el Fath, Rabat",60 000 DH,2011,Manuelle,Essence,180 000 - 189 999,Mercedes-Benz,Classe A,5,Dédouanée,Non,8 CV,Bon,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Volvo S60 Diesel Automatique 2017 à Casablanca,"C.I.L, Casablanca",155 000 DH,2017,Automatique,Diesel,140 000 - 149 999,Volvo,S60,5,WW au Maroc,Non,8 CV,Excellent,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
مرسيديس 190,"Nouveau Mellah, Meknès",57 000 DH,1993,Manuelle,Diesel,30 000 - 34 999,Mercedes-Benz,190,5,Dédouanée,Non,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ford Kuga Diesel Manuelle 2010 à Agadir Melloul,"Toute la ville, Agadir Melloul",110 000 DH,2010,Manuelle,Diesel,200 000 - 249 999,Ford,Kuga,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
A 180 Diesel,"Hay el Fath, Rabat",60 000 DH,2011,Manuelle,Essence,180 000 - 189 999,Mercedes-Benz,Classe A,5,Dédouanée,Non,8 CV,Bon,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Volvo S60 Diesel Automatique 2017 à Casablanca,"C.I.L, Casablanca",155 000 DH,2017,Automatique,Diesel,140 000 - 149 999,Volvo,S60,5,WW au Maroc,Non,8 CV,Excellent,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
مرسيديس 190,"Nouveau Mellah, Meknès",57 000 DH,1993,Manuelle,Diesel,30 000 - 34 999,Mercedes-Benz,190,5,Dédouanée,Non,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
suzuki Igniz,"Hay Moulay Rachid, Casablanca",35 000 DH,2004,Manuelle,Essence,170 000 - 179 999,Suzuki,Ignis,5,WW au Maroc,Non,7 CV,Bon,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
honda civic,"Av Abdelkrim El Khattabi, Marrakech",80 000 DH,2023,Manuelle,Essence,5 000 - 9 999,Honda,Odyssey,,Dédouanée,,5 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Volkswagen Tiguan Diesel Automatique 2017 à Tanger,"Jirrari, Tanger",350 000 DH,2017,Automatique,Diesel,25 000 - 29 999,Volkswagen,Tiguan,5,Dédouanée,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
nissan quskai 2015,"Founty, Agadir",165 000 DH,2015,Manuelle,Diesel,170 000 - 179 999,Nissan,Qashqai,5,,Non,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
vente mercedes A180,"La Siesta, Mohammedia",100 000 DH,2012,Manuelle,Diesel,130 000 - 139 999,Mercedes-Benz,Classe A,,,,8 CV,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
dacia dokker 2020,"Bettana, Salé",118 000 DH,2020,Manuelle,Diesel,15 000 - 19 999,Dacia,Dokker,,,Oui,5 CV,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Volvo XC60 Diesel Automatique 2020 à El Jadida,"Al Boustane, El Jadida",334 000 DH,2020,Automatique,Diesel,180 000 - 189 999,Volvo,XC60,5,WW au Maroc,Non,8 CV,Bon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Fiat Ducato,"Riad Oulad Mtaa, Temara",130 000 DH,2016,Manuelle,Diesel,200 000 - 249 999,Fiat,Ducato,3,WW au Maroc,Oui,8 CV,Correct,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ford Focus Titanium - Fin 2012,"Hassania 2, Mohammedia",118 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Ford,Focus,,,,6 CV,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Dacia Dokker Stepway,"Centre Ville, Mohammedia",143 000 DH,2018,Manuelle,Diesel,100 000 - 109 999,Dacia,Dokker,,WW au Maroc,,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cupra Formentor Diesel Automatique 2023 à Tanger,"Administratif, Tanger",430 000 DH,2023,Automatique,Diesel,25 000 - 29 999,Cupra,Formentor,5,,,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cupra Formentor Diesel Automatique 2023 à Tanger,"Administratif, Tanger",430 000 DH,2023,Automatique,Diesel,25 000 - 29 999,Cupra,Formentor,5,,,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Renault Clio Diesel Manuelle 2020 à Casablanca,"Maarif, Casablanca",126 000 DH,2020,Manuelle,Diesel,75 000 - 79 999,Renault,Clio,5,WW au Maroc,Non,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Range Rover première mise en  15/12,"Centre, Kénitra",205 000 DH,2015,Automatique,Diesel,130 000 - 139 999,Land Rover,Range Rover Evoque,5,WW au Maroc,Oui,9 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
داسيا ديزل 2008 للبيع,"Toute la ville, Dakhla",67 000 DH,2008,Manuelle,Diesel,250 000 - 299 999,Dacia,Logan,5,WW au Maroc,Non,7 CV,Bon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Casablanca boskora,"Bouskoura centre, Bouskoura",90 000 DH,2007,Manuelle,Diesel,190 000 - 199 999,Mitsubishi,L200,3,WW au Maroc,Oui,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mitsubishi Pick Up,"Abattoirs, Agadir",175 000 DH,2020,Manuelle,Diesel,180 000 - 189 999,Mitsubishi,Pick up,3,Dédouanée,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bmw serie 5 G30,"Hay Riad, Rabat",245 000 DH,2017,Automatique,Diesel,200 000 - 249 999,BMW,Série 5,5,WW au Maroc,Non,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Skoda karoq 2.0 2019 diwana 2025,Béni Mellal,270 000 DH,2019,Automatique,Diesel,130 000 - 139 999,Skoda,Karoq,5,Dédouanée,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
Skoda superb,"El Houda, Agadir",125 000 DH,2013,Automatique,Diesel,190 000 - 199 999,Skoda,Superb,5,WW au Maroc,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Jeep Renegade Diesel Automatique,"Casablanca Finance City, Casablanca",185 000 DH,2018,Automatique,Diesel,65 000 - 69 999,Jeep,Renegade,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
Ford Fiesta Essence Manuelle 2017 à Laâyoune,"Toute la ville, Laâyoune",90 000 DH,2017,Manuelle,Essence,100 000 - 109 999,Ford,Fiesta,,WW au Maroc,Non,8 CV,Excellent,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Porsche Cayenne Hybride Automatique 2019,"Ville verte, Bouskoura",685 000 DH,2019,Automatique,Hybride,150 000 - 159 999,Porsche,Cayenne,5,Importée neuve,Oui,17 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Nissan Juke Essence Automatique 2021 à Ait Amira,"Toute la ville, Ait Amira",205 000 DH,2021,Automatique,Essence,15 000 - 19 999,Nissan,Juke,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Hyundai Tucson Diesel Manuelle 2017 à Casablanca,"Sidi Bernoussi, Casablanca",199 999 DH,2017,Manuelle,Diesel,130 000 - 139 999,Hyundai,Tucson,5,WW au Maroc,Non,7 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
pick up honda DFSK en bon état première main,"Yacoub El Mansour, Rabat",77 000 DH,2020,Manuelle,Essence,40 000 - 44 999,DFSK,K01h,3,WW au Maroc,Oui,6 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ford Kuga,"Toute la ville, Tan-Tan",98 000 DH,2011,Manuelle,Diesel,100 000 - 109 999,Ford,Kuga,5,,Non,8 CV,Excellent,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Volkswagen Tiguan Diesel Automatique 2019,"Centre, Kénitra",320 000 DH,2019,Automatique,Diesel,100 000 - 109 999,Volkswagen,Tiguan,5,WW au Maroc,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
Kangoo,"Autre secteur, Temara",120 000 DH,2017,Manuelle,Diesel,120 000 - 129 999,Renault,Kangoo,5,WW au Maroc,Non,6 CV,Très bon,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hafei à Tanger,"El Baraka, Tanger",50 000 DH,2008,Manuelle,Essence,300 000 - 349 999,Autres,Autres,3,WW au Maroc,Oui,6 CV,Bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Volvo XC60 Diesel Automatique 2012 à Casablanca,"Maarif, Casablanca",108 000 DH,2012,Automatique,Diesel,160 000 - 169 999,Volvo,XC60,5,WW au Maroc,Non,10 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
classe essence vingt 650,"Andalous, Oujda",75 000 DH,2006,Manuelle,Essence,200 000 - 249 999,Mercedes-Benz,Classe C,5,Importée neuve,Non,10 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Volkswagen Tiguan Diesel Manuelle 2015 à Agadir,"Hay Salam, Agadir",175 000 DH,2015,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Tiguan,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Volvo XC60 Diesel Automatique 2021 à Oujda,"Agdal, Oujda",358 000 DH,2021,Automatique,Diesel,180 000 - 189 999,Volvo,XC60,5,WW au Maroc,Non,8 CV,Bon,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Opel Astra 2013 diesel,"Toute la ville, Azilal",65 000 DH,2013,Manuelle,Diesel,140 000 - 149 999,Opel,Astra,5,Dédouanée,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Ford Kuga Diesel Automatique 2014 à Fès,"Centre, Fès",160 000 DH,2014,Automatique,Diesel,120 000 - 129 999,Ford,Kuga,5,WW au Maroc,Oui,8 CV,Très bon,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
Peugeot 508 Diesel Automatique 2019 à Casablanca,"Abdelmoumen, Casablanca",229 000 DH,2019,Automatique,Diesel,100 000 - 109 999,Peugeot,508,5,WW au Maroc,Oui,8 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Peugeot 207 2009,"Jamaa el Kbir, Taroudant",50 000 DH,2009,Manuelle,Diesel,140 000 - 149 999,Peugeot,207,5,Dédouanée,Oui,6 CV,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
hyundai tucson,"Bourgogne, Casablanca",285 000 DH,2022,Automatique,Diesel,70 000 - 74 999,Hyundai,Tucson,5,WW au Maroc,Oui,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Toyota Yaris Cross Hybride Automatique 2022,"Sidi Bernoussi, Casablanca",215 000 DH,2022,Automatique,Hybride,90 000 - 94 999,Toyota,Yaris,5,WW au Maroc,Non,7 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Fiat 500 Essence Automatique 2022 à Casablanca,"2 Mars, Casablanca",133 000 DH,2022,Automatique,Essence,80 000 - 84 999,Fiat,500,3,WW au Maroc,Oui,7 CV,Excellent,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Dacia Sandero,"Sidi Moumen, Casablanca",40 000 DH,2012,Manuelle,Diesel,0 - 4 999,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Bon,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Honda Accord propre,"Said Hajji, Salé",73 000 DH,2009,Manuelle,Essence,190 000 - 199 999,Honda,Accord,5,,Non,11 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
Volkswagen Caddy Diesel Manuelle 2012 à Casablanca,"Sidi Bernoussi, Casablanca",123 000 DH,2012,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Caddy,5,WW au Maroc,Non,6 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
Dacia Stepway Automatique Essence 2022,"Nour, Oujda",153 000 DH,2022,Automatique,Essence,25 000 - 29 999,Dacia,Sandero,5,WW au Maroc,Non,6 CV,Excellent,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
Dacia Sandero Diesel Manuelle 2021 à Casablanca,"Sidi Moumen, Casablanca",125 000 DH,2021,Manuelle,Diesel,20 000 - 24 999,Dacia,Sandero,,WW au Maroc,Oui,6 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hyundai ix 35 Diesel à Casablanca,"Centre Ville, Casablanca",160 000 DH,2015,Manuelle,Diesel,170 000 - 179 999,Hyundai,ix35,,,,7 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Opel Astra Diesel Manuelle 2017 à Casablanca,"Aïn Diab, Casablanca",155 000 DH,2017,Manuelle,Diesel,120 000 - 129 999,Opel,Astra,5,WW au Maroc,Oui,6 CV,Excellent,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mercedes Vito,"Achakar, Tanger",300 000 DH,2015,Manuelle,Diesel,300 000 - 349 999,Mercedes-Benz,Vito,3,Dédouanée,,9 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Ford Fusion Diesel Automatique 2021 à Casablanca,"Bourgogne, Casablanca",270 000 DH,2021,Automatique,Diesel,50 000 - 54 999,Ford,Fusion,5,WW au Maroc,Oui,8 CV,Excellent,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
megane 2001,"Massira 1, Marrakech",46 000 DH,2001,Manuelle,Essence,200 000 - 249 999,Renault,Megane,5,WW au Maroc,Non,8 CV,Très bon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Volvo XC90 2016,"Anfa, Casablanca",229 000 DH,2016,Automatique,Diesel,190 000 - 199 999,Volvo,XC90,5,WW au Maroc,Non,8 CV,Très bon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
Renault Kongo d65 diesel,"Ain Sebaa, Casablanca",61 000 DH,2007,Manuelle,Diesel,200 000 - 249 999,Renault,Kangoo,5,WW au Maroc,Non,6 CV,Neuf,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
mini countryman a vendre,"Administratif, Tanger",270 000 DH,2023,Automatique,Essence,30 000 - 34 999,Mini,CountryMan,5,WW au Maroc,Oui,8 CV,Excellent,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Volkswagen Touareg Diesel Automatique 2019,"Ain Mezouar, Marrakech",300 000 DH,2019,Automatique,Diesel,200 000 - 249 999,Volkswagen,Touareg,5,WW au Maroc,,8 CV,Excellent,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
